iter	Passed	Remaining
313	521	1140
314	523	1138
315	525	1137
316	526	1134
317	527	1131
318	529	1129
319	530	1126
320	532	1125
321	534	1124
322	535	1121
323	537	1120
324	539	1119
325	539	1116
326	541	1114
327	543	1113
328	547	1116
329	549	1116
330	551	1115
331	553	1114
332	555	1113
333	557	1112
334	559	1110
335	561	1109
336	563	1108
337	565	1107
338	568	1108
339	570	1106
340	571	1105
341	573	1103
342	574	1101
343	576	1099
344	578	1097
345	580	1096
346	581	1094
347	583	1093
348	585	1092
349	587	1090
350	588	1089
351	590	1087
352	592	1086
353	594	1085
354	596	1084
355	598	1083
356	600	1081
357	602	1079
358	603	1078
359	604	1075
360	606	1073
361	608	1072
362	610	1070
363	611	1068
364	613	1067
365	615	1066
366	617	1064
367	618	1062
368	620	1061
369	622	1060
370	624	1059
371	626	1057
372	628	1056
373	631	1057
374	633	1056
375	635	1054
376	637	1053
377	639	1052
378	641	1051
379	643	1049
380	645	1048
381	648	1048
382	650	1047
383	651	1045
384	653	1044
385	655	1042
386	657	1041
387	659	1039
388	661	1038
389	663	1038
390	665	1037
391	668	1036
392	670	1036
393	672	1034
394	674	1033
395	676	1031
396	678	1030
397	680	1028
398	681	1026
399	682	1024
400	684	1022
401	685	1019
402	687	1017
403	688	1016
404	690	1014
405	691	1011
406	693	1010
407	694	1008
408	696	1005
409	697	1003
410	699	1002
411	700	1000
412	702	998
413	704	997
414	706	996
415	707	993
416	709	991
417	711	989
418	712	988
419	714	986
420	715	984
421	717	982
422	719	981
423	721	980
424	723	978
425	725	977
426	726	975
427	728	973
428	730	971
429	731	970
430	733	968
431	735	967
432	738	966
433	740	965
434	742	963
435	743	961
436	744	959
437	746	958
438	748	956
439	750	955
440	752	954
441	754	952
442	756	951
443	758	949
444	759	947
445	761	946
446	763	944
447	764	942
448	766	940
449	768	939
450	770	938
451	772	936
452	774	934
453	775	933
454	777	931
455	779	930
456	780	927
457	782	926
458	784	925
459	786	923
460	788	921
461	789	919
462	791	917
463	793	916
464	794	914
465	796	912
466	797	910
467	798	908
468	801	907
469	803	906
470	805	904
471	806	902
472	808	900
473	810	898
474	811	897
475	813	895
476	815	893
477	817	893
478	819	891
479	821	889
480	822	887
481	823	885
482	825	883
483	827	881
484	828	880
485	829	877
486	831	876
487	833	874
488	835	872
489	836	871
490	838	869
491	840	867
492	841	865
493	843	864
494	845	862
495	847	860
496	849	859
497	850	857
498	852	856
499	854	854
500	856	852
501	857	851
502	859	849
503	861	847
504	863	846
505	864	843
506	866	842
507	867	840
508	869	838
509	871	837
510	872	835
511	874	833
512	875	831
513	877	829
514	879	828
515	881	826
516	882	824
517	883	822
518	885	820
519	886	818
520	888	816
521	888	813
522	890	812
523	892	810
524	894	809
525	896	807
526	898	806
527	900	804
528	901	802
529	902	800
530	904	799
531	906	797
532	908	795
533	909	793
534	910	791
535	912	790
536	914	788
537	916	787
538	918	785
539	920	784
540	922	782
541	924	781
542	927	780
543	929	778
544	931	777
545	932	775
546	935	774
547	938	773
548	940	772
549	943	771
550	944	769
551	946	768
552	948	766
553	950	765
554	952	763
555	954	762
556	957	761
557	959	759
558	961	758
559	962	756
560	964	754
561	966	753
562	968	751
563	970	750
564	972	748
565	974	747
566	975	745
567	977	743
568	979	741
569	980	739
570	982	738
571	984	736
572	986	735
573	990	735
574	992	733
575	993	731
576	995	729
577	997	727
578	998	726
579	1000	724
580	1001	722
581	1004	721
582	1006	719
583	1008	718
584	1009	716
585	1010	714
586	1012	712
587	1014	710
588	1016	709
589	1017	706
590	1019	705
591	1020	703
592	1022	701
593	1023	699
594	1025	698
595	1027	696
596	1029	694
597	1030	693
598	1032	691
599	1034	689
600	1036	688
601	1038	686
602	1039	684
603	1041	683
604	1043	681
605	1045	679
606	1047	678
607	1049	676
608	1050	674
609	1052	672
610	1054	671
611	1055	669
612	1057	667
613	1059	666
614	1061	664
615	1062	662
616	1064	660
617	1066	659
618	1068	657
619	1070	655
620	1071	654
621	1073	652
622	1075	650
623	1076	648
624	1077	646
625	1079	645
626	1081	643
627	1083	641
628	1084	639
629	1086	638
630	1088	636
631	1090	635
632	1092	633
633	1094	631
634	1095	629
635	1097	628
636	1099	626
637	1101	624
638	1103	623
639	1104	621
640	1106	619
641	1108	617
642	1109	616
643	1111	614
644	1113	612
645	1115	611
646	1117	609
647	1119	607
648	1121	606
649	1122	604
650	1124	602
651	1126	601
652	1128	599
653	1132	598
654	1136	598
655	1138	596
656	1164	608
657	1167	606
658	1172	606
659	1174	605
660	1180	605
661	1183	604
662	1185	602
663	1188	601
664	1196	602
665	1198	601
666	1205	601
667	1210	601
668	1213	600
669	1216	599
670	1219	597
671	1221	595
672	1224	595
673	1227	593
674	1230	592
675	1232	590
676	1235	589
677	1239	588
678	1241	587
679	1245	585
680	1248	584
681	1251	583
682	1255	582
683	1258	581
684	1261	580
685	1264	578
686	1268	577
687	1276	579
688	1280	578
689	1283	576
690	1286	575
691	1288	573
692	1289	571
693	1291	569
694	1293	567
695	1295	565
696	1297	563
697	1299	562
698	1301	560
699	1302	558
700	1304	556
701	1306	554
702	1308	552
703	1310	551
704	1312	549
705	1314	547
706	1316	545
707	1318	543
708	1320	542
709	1322	540
710	1324	538
711	1326	536
712	1328	534
713	1330	533
714	1332	531
715	1335	529
716	1340	528
717	1342	527
718	1344	525
719	1346	523
720	1348	521
721	1350	519
722	1352	518
723	1355	516
724	1357	514
725	1359	512
726	1361	511
727	1363	509
728	1365	507
729	1367	505
730	1369	504
731	1371	502
732	1374	500
733	1376	498
734	1378	496
735	1380	495
736	1382	493
737	1385	491
738	1387	490
739	1389	488
740	1391	486
741	1394	484
742	1396	482
743	1398	481
744	1400	479
745	1402	477
746	1404	475
747	1406	473
748	1408	472
749	1411	470
750	1413	468
751	1415	466
752	1418	465
753	1420	463
754	1422	461
755	1424	459
756	1426	457
757	1428	456
758	1431	454
759	1434	452
760	1436	451
761	1438	449
762	1441	447
763	1443	445
764	1445	444
765	1448	442
766	1450	440
767	1453	438
768	1454	437
769	1457	435
770	1459	433
771	1462	431
772	1464	430
773	1466	428
774	1468	426
775	1470	424
776	1472	422
777	1474	420
778	1476	418
779	1478	417
780	1481	415
781	1483	413
782	1485	411
783	1487	409
784	1489	407
785	1491	405
786	1493	404
787	1495	402
788	1497	400
789	1499	398
790	1501	396
791	1503	394
792	1505	392
793	1507	391
794	1509	389
795	1511	387
796	1513	385
797	1515	383
798	1517	381
799	1519	379
800	1521	377
801	1523	376
802	1525	374
803	1527	372
804	1530	370
805	1532	368
806	1534	367
807	1536	365
808	1538	363
809	1543	362
810	1546	360
811	1548	358
812	1550	356
813	1553	354
814	1555	353
815	1558	351
816	1560	349
817	1563	347
818	1565	346
819	1568	344
820	1571	342
821	1573	340
822	1576	338
823	1578	337
824	1580	335
825	1582	333
826	1584	331
827	1587	329
828	1589	327
829	1591	326
830	1594	324
831	1596	322
832	1597	320
833	1599	318
834	1601	316
835	1604	314
836	1606	312
837	1608	311
838	1610	309
839	1612	307
840	1614	305
841	1616	303
842	1620	301
843	1622	299
844	1624	297
845	1625	295
846	1627	294
847	1629	292
848	1631	290
849	1633	288
850	1636	286
851	1638	284
852	1640	282
853	1641	280
854	1643	278
855	1645	276
856	1647	274
857	1650	273
858	1652	271
859	1654	269
860	1656	267
861	1658	265
862	1659	263
863	1661	261
864	1663	259
865	1666	257
866	1668	255
867	1670	253
868	1672	252
869	1674	250
870	1676	248
871	1678	246
872	1680	244
873	1682	242
874	1684	240
875	1686	238
876	1688	236
877	1691	234
878	1693	233
879	1694	231
880	1697	229
881	1699	227
882	1701	225
883	1703	223
884	1705	221
885	1706	219
886	1708	217
887	1711	215
888	1713	213
889	1715	212
890	1717	210
891	1719	208
892	1721	206
893	1723	204
894	1725	202
895	1727	200
896	1729	198
897	1731	196
898	1733	194
899	1735	192
900	1737	190
901	1739	188
902	1740	187
903	1742	185
904	1745	183
905	1747	181
906	1749	179
907	1750	177
908	1752	175
909	1754	173
910	1755	171
911	1757	169
912	1760	167
913	1762	165
914	1764	163
915	1766	161
916	1767	160
917	1769	158
918	1771	156
919	1773	154
920	1775	152
921	1777	150
922	1779	148
923	1781	146
924	1783	144
925	1785	142
926	1787	140
927	1788	138
928	1791	136
929	1793	134
930	1794	133
931	1796	131
932	1798	129
933	1800	127
934	1803	125
935	1805	123
936	1807	121
937	1809	119
938	1811	117
939	1813	115
940	1815	113
941	1817	111
942	1819	109
943	1821	108
944	1823	106
945	1824	104
946	1826	102
947	1828	100
948	1830	98
949	1832	96
950	1834	94
951	1835	92
952	1838	90
953	1840	88
954	1842	86
955	1844	84
956	1846	82
957	1847	81
958	1849	79
959	1851	77
960	1853	75
961	1855	73
962	1857	71
963	1859	69
964	1861	67
965	1863	65
966	1865	63
967	1867	61
968	1870	59
969	1872	57
970	1874	55
971	1876	54
972	1878	52
973	1881	50
974	1882	48
975	1885	46
976	1887	44
977	1889	42
978	1891	40
979	1893	38
980	1895	36
981	1897	34
982	1899	32
983	1901	30
984	1903	28
985	1905	27
986	1906	25
987	1908	23
988	1910	21
989	1912	19
990	1914	17
991	1916	15
992	1918	13
993	1920	11
994	1921	9
995	1923	7
996	1925	5
997	1927	3
998	1929	1
999	1930	0
